Geneid,Length,KO_PBS_642,KO_PBS_641,KO_PBS_638,KO_LPS_600,KO_LPS_194,KO_LPS_193,Control_PBS_175,Control_PBS_171,Control_PBS_170,Control_LPS_185,Control_LPS_184,Control_LPS_149
ENSMUSG00000112611,892,12,0,0,0,0,1,0,1,4,0,8,0
ENSMUSG00000035694,3422,0,0,0,0,0,0,0,2,0,0,0,2
ENSMUSG00000112564,625,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035681,7138,3,3,6,18,2,7,3,13,29,19,21,15
ENSMUSG00000112678,303,0,0,0,0,0.25,0,0,0,0,0,0,0
ENSMUSG00000100314,928,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112722,666,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074748,3572,2686,1558,2579,1744,1789,2450,4285,2964,3055.5,2536.5,2613,2258
ENSMUSG00000097185,2655,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064707,160,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112807,1603,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111979,2722,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112228,358,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112767,506,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112750,469,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112087,1469,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112438,253,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112181,435,0,0,0,0,0,0,0,0,1,0,1,0
ENSMUSG00000104006,604,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112921,2631,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104335,315,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050663,8065,0,0,0,1,1,2,1,8,0,11,22,24
ENSMUSG00000089934,487,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084865,600,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111883,2391,0,0,0,0,0,1,0,1,0,0,0,0
ENSMUSG00000084501,325,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112016,1397,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096208,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006764,2879,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020130,4261,1090,843,1276,1173,1241,1872,4112.5,1387,1186,1693,1804,1779
ENSMUSG00000087853,306,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111964,400,295.21,132.3,259,237.03,173.51,322.86,141.28,126.68,142.43,165.01,137.56,121.51
ENSMUSG00000020132,5047,1682,1159,1677,2119,1926,2772,2711,1702,1726,2198,2198,2194
ENSMUSG00000112301,729,5,1,3,0,3,3,0,0,0,2,3,0
ENSMUSG00000069520,3675,1716,1167,1758,1162,1220,1778,2953,1755,1500,2208,2254,1986
ENSMUSG00000020137,5266,578,335.5,477,310,252,377,699,719,893.5,635,521,553
ENSMUSG00000034163,7848,1486,829,1201,1649,636,759,1737,1250,1102,939,1089,1068
ENSMUSG00000112822,3135,31,12,12.67,65,55,55,48,55,54,34,35,47
ENSMUSG00000020140,10264,1,6,7,7,2.79,10.62,8,4,2.5,0.5,3,22
ENSMUSG00000092210,1001,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112099,788,421.48,226.58,472.49,385.46,345.78,537.61,315.81,285.75,224.65,275.45,263.68,211.11
ENSMUSG00000112513,1510,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034127,1702,15,16,11,0,3,6,69,9,15,10,12,13
ENSMUSG00000020151,5929,0,1,0,5,3,15,0,6,0,7,2,1
ENSMUSG00000074734,2254,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020154,13333,0,0,0,7,0,2,0,0,0,0,0,0
ENSMUSG00000112461,1795,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065086,137,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054934,3324,0,0,6,8,12,15,0,0,6,8,6,10
ENSMUSG00000020164,824,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085837,2025,0,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000020166,4076,3163,1918,3113,2173,1803,2405,3397,3314,3474,2510,2567,2572
ENSMUSG00000052291,2517,164,59,146,13,15,38,72,112,120,34,51,21
ENSMUSG00000093404,95,3,0,9,2,3,2,8,5,2,0,0,3
ENSMUSG00000112881,1250,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111937,478,10.67,0.88,5.46,3.48,1.74,5.08,2.63,0.91,1.99,1.24,1.2,0.7
ENSMUSG00000112436,135,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097104,918,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100198,594,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112924,1227,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034057,3164,0,0,0,0,0,4,0,0,0,0,3,0
ENSMUSG00000064181,3175,755,402,608,148,83,171,718,906,812,438,502,251
ENSMUSG00000112627,2434,159,162,222,102,79,128,115,195,234,128,95,113
ENSMUSG00000069518,156,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031294,2717,0,4,6,0,0,0,5,6,4,8,0,1
ENSMUSG00000111966,443,57.53,32.5,111.33,51.5,66.83,133.25,35.5,32.83,42.17,34.17,57.28,31.83
ENSMUSG00000020169,2719,5,3,0,0,0,2,0,0,5,0,0,0
ENSMUSG00000112242,1014,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060187,1428,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034024,2557,3547,2026,3293,4097,3420,4634,4208,2437,2711,3346,3217,3393
ENSMUSG00000020170,8747,2006,1211,1990.5,1782.5,1358.5,1997,2868.5,2526,2179.5,2053,1922.5,1958
ENSMUSG00000112753,689,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088397,77,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020171,1415,840,503,941,537,510,715,897,676,774,730,714,652
ENSMUSG00000112462,364,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020177,1687,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078430,252,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069516,1316,8853.75,5357.75,8298.5,7636.25,6531,10586.75,1588.5,1271.5,1115.5,1135.5,1098.5,1538.5
ENSMUSG00000069515,1263,231.25,162.25,197.5,194.75,152,275.25,29.5,52.5,20.5,40.5,33.5,37.5
ENSMUSG00000055531,10510,3442,2034,3641,2555,2281,2535,4364,2894,2864,2637,3202,2989
ENSMUSG00000112728,644,0,3,0,1,1,0,0,0,0,0,3,1
ENSMUSG00000112796,1502,4,0,0,0,0,0,2,0,0,0,0,2
ENSMUSG00000095826,499,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112344,488,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112399,1071,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112081,1222,7,0,0,0,0,0,0,7.5,0,0,0,0
ENSMUSG00000043800,1530,4.83,0,0,0,0,1.5,0,0,0,0,0,0
ENSMUSG00000112476,1749,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020183,5964,0,0,1,4,5,9,2,0,1,15,15,8
ENSMUSG00000096357,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020184,5083,2538.5,1224,2098.54,1938,1639,2380,2440.37,2209.5,2097,2298.6,2270.5,2288
ENSMUSG00000060181,3526,1129.33,789.17,1235.5,334.83,344,436,1288.17,1651.5,1524.83,879.33,918.83,706.67
ENSMUSG00000052798,3850,398,240,406,250,210,351,521,378,349,314,340,275
ENSMUSG00000112525,307,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052681,2884,9433.5,5897,9130,13886,11473,16462,11701,9887,8899,12807,13891,13833
ENSMUSG00000112711,2291,19.5,30,11,17,7,19,10,5,12,55,61,77
ENSMUSG00000112458,1502,2,0,11,17,6,8,0,7,18,6,30,9
ENSMUSG00000112500,1689,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102896,350,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112470,348,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020212,4116,225,110,210,68,80,80,210,120,143,139,135,126
ENSMUSG00000112684,541,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074695,1110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112002,1404,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112216,2409,24.65,6.72,18.52,18.81,9.36,18.87,28.41,18.32,18.14,17.83,15.6,20.13
ENSMUSG00000112135,2410,31.66,17.72,39.71,30,24.92,47.21,45.77,25.11,28.78,25.12,34.54,21.55
ENSMUSG00000112614,2410,31.66,17.72,39.71,30,24.92,47.21,45.77,25.11,28.78,25.12,34.54,21.55
ENSMUSG00000112252,2409,24.65,6.72,18.52,18.81,9.36,18.87,28.41,18.32,18.14,17.83,15.6,20.13
ENSMUSG00000112561,1697,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090461,1146,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112814,2409,22.15,6.32,19.36,14.66,8.41,18.58,21.72,10.63,13.25,16.11,14.4,11.51
ENSMUSG00000112419,2409,22.15,6.32,19.36,14.66,8.41,18.58,21.72,10.63,13.25,16.11,14.4,11.51
ENSMUSG00000112027,2409,36.35,15.46,31.57,26.69,19.51,35.77,40.67,17.34,21.77,26.12,23.96,21.99
ENSMUSG00000112781,2409,14.73,6.32,10.22,12.23,5.84,14.3,14.58,7.29,8.82,12.57,11.68,9.08
ENSMUSG00000112495,2409,27.81,13.32,20.72,21.4,15.51,28.92,27.25,13.29,11.82,20.4,16.93,16.99
ENSMUSG00000112919,2409,36.35,15.46,31.57,26.69,19.51,35.77,40.67,17.34,21.77,26.12,23.96,21.99
ENSMUSG00000055170,1295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111913,2722,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112230,1121,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112029,228,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112535,1095,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112198,1470,0,0,0,11,0,1,1,0,0,0,0,0
ENSMUSG00000112616,2519,0,0,5,3,0,0,0,0,0,0,0,0
ENSMUSG00000028630,6251,3700,2184,3643,5588,2634,4554,4580,3359,3259,2080,2412,2487
ENSMUSG00000104443,2717,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112402,2706,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098162,908,2.5,0,1,1,0,2,1,1,0,0,0,0
ENSMUSG00000112854,2357,0,0,0,3,0,0,0,0,0,0,0,0
ENSMUSG00000112540,1813,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000112778,2765,1,0,0,3,0,0,0,0,0,0,0,0
ENSMUSG00000112683,329,0.92,0.33,0.67,1.67,1.48,1.17,0.33,1.87,2.2,0.25,1.5,0.58
ENSMUSG00000100681,386,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112609,811,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112161,988,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020114,8357,3284,1961,2878,3609,2712,4016,3567,3490,3292,3449,3192,3305
ENSMUSG00000112155,614,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112199,774,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111972,1344,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100558,894,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085454,1292,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085592,574,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034813,8064,0,0,0,2,6,2,0,0,0,0,2,8
ENSMUSG00000112741,2172,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112287,2571,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000112243,621,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112555,976,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112106,2332,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSG00000084764,722,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085418,2157,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020228,5011,684,276,704,252,291,404,1095,441,461,446,560,495
ENSMUSG00000020227,3676,255,177,318,990,353,569,364,125,118,161,171,271
ENSMUSG00000112894,597,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020225,2581,1294,666,1354,937,835,1303,1866,1196,1195,888,1135,786
ENSMUSG00000020224,2181,248.5,127.17,205.75,292.67,202.75,297.67,251.67,185.17,205.33,199.52,230.75,176.83
ENSMUSG00000112322,960,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112672,195,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102382,317,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056758,6772,20,4,2.5,5,0.5,1,6.5,28.5,8,1.5,4,1.5
ENSMUSG00000034764,2885,23.5,14.5,26.5,0,7.5,8.5,25,24.5,39,11,8,4
ENSMUSG00000090191,2250,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000076448,120,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088924,60,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112716,1923,0,0,0,0,0,0,0,7,0,0,1,0
ENSMUSG00000103213,597,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103017,461,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112757,2358,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111907,387,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044544,1743,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051236,4048,17,3,6,0,2,3,6,5,0,0,1,0
ENSMUSG00000086444,266,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087480,2971,14,37,21.25,29,3.5,14,44.25,9,11,7.5,15.22,4.5
ENSMUSG00000086522,657,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048661,4809,1048,650,1084,1307,1092,1717.5,3066,1208,1216,2908,2982.5,2786
ENSMUSG00000082936,787,0.5,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093030,125,0,0,0,0,0.14,0,0,0,0,0,0,0
ENSMUSG00000112192,367,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020218,2427,0,0,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000112780,1260,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112431,1748,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112415,482,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112846,1986,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112871,456,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052302,6733,156,78,158,111,59,118,325,49,69,150,196,154
ENSMUSG00000111940,483,0,0.33,0.43,0.25,1,0,0.2,0,0.5,5.5,0,0
ENSMUSG00000112014,1029,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000034707,9442,50239,34173,56797,40760,42564,70845,95039,44800,41704,50788,48365,45807
ENSMUSG00000112209,343,0,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000025795,3826,1380,858,1501,511,598,858,2469,699,578,506,551,502
ENSMUSG00000112009,469,0,7,3,1,0,0,15,2,0,0,0,3
ENSMUSG00000112539,317,0,5,4,0,7,0,5,1,0,0,0,0
ENSMUSG00000111926,411,0,0,6,0,0,0,0,0,4,0,0,0
ENSMUSG00000112527,973,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020115,3910,2436,1162,2149.33,2882,1757,2403,3085,1890,1941,1581,1841.5,1758
ENSMUSG00000034667,6033,2619,1588,2749.5,2541,2127,2545.83,3374.5,3391.5,3277,3170,3197.5,3150
ENSMUSG00000092841,76,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000047642,3622,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112526,287,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053684,3136,420,226.61,531,224,220,341,607,311,354,403,411,300
ENSMUSG00000020121,9132,0,0,0,9,3,23,2,6,0,7,4,28
ENSMUSG00000112596,3041,0,0,0,0,0,2,0,0,0,0,0,2
ENSMUSG00000112184,679,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111973,316,0,6,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112815,211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034620,5614,464,391,528,396,370.33,455,712,495,435,597,579,452
ENSMUSG00000111952,517,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098138,991,1,2.7,4,0.5,4.8,9.67,2.5,1,2,2,3.07,2.5
ENSMUSG00000112305,349,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112774,2245,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112873,548,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020123,2670,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112794,2678,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112095,2547,429.17,229.08,361.34,81.16,121.49,148.57,282.01,164.2,142.63,149.05,135.71,68.83
ENSMUSG00000098522,97,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034613,10226,6012.5,3671,5921,3183.33,2849.8,4365.9,6688.7,4279.33,4696,3770.5,4056.83,3418.5
ENSMUSG00000099225,101,25,21,22,18.5,27,44.5,38.5,17,30,22.5,18,24.5
ENSMUSG00000112417,1973,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111957,586,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112220,429,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112237,1482,27,12,16,26,6,6,26,16,3,8,0,1
ENSMUSG00000065406,85,2,0,1,0,2,0,1,0,0,0,0,0
ENSMUSG00000034602,14041,5351,3299.5,5634,5265.5,4229,5976.6,7807,5952,6259,7062,6981.12,7310
ENSMUSG00000020124,16599,2167,1097,2008.5,1915,1567.5,2116,2171,1677,1932,1756,1963.5,2086
ENSMUSG00000112879,361,7,0,0,1,0,0,3,4,0,0,0,6
ENSMUSG00000112294,625,13,0,1,0,0,1,0,3,2,0,0,0
ENSMUSG00000099088,96,1,0,0.5,1,0.5,0,0,0,0,0,0.5,0
ENSMUSG00000044071,4690,0,8,0,0,0,0,2,0,7,0,1,0
ENSMUSG00000084461,184,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112036,3101,0,2,0,6,0,0,11,0,0,0,0,2
ENSMUSG00000111945,1246,0,6,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112603,1096,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112250,567,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089619,259,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112364,1333,1.5,3.5,3,3.5,2,3,2,1,2,1,2,0
ENSMUSG00000112130,932,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112542,2280,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112283,927,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020102,11839,1975,1333.5,1945,962,1045,1510,1415,2135,2253,2507.53,2436,2172
ENSMUSG00000109803,550,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111943,2469,0,4,3,3,0,0,0,0,0,0,0,0
ENSMUSG00000112100,465,0,0,0,0,0,0,0,0,0,1,0,1
ENSMUSG00000020105,8347,554,232,508,22,68,97,723,704,562,222,293,215
ENSMUSG00000093161,73,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112632,427,1.43,0,0,0.14,1,0,0,0.14,0,0,0.14,0
ENSMUSG00000112387,528,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112482,1174,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112435,115,1.25,0.25,0.4,0.2,0.25,2.3,0.5,1,0,0,0,1
ENSMUSG00000112208,385,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098756,110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111961,675,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000112832,1737,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112492,709,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089550,127,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025436,4211,260,115,255,63,75,100,394,210,231,167,186,120
ENSMUSG00000112423,796,0,1,0,1,1,0,1,0,0,0,1,0
ENSMUSG00000112035,1686,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000112761,428,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078429,5524,4040.5,2809,4237,970,1005,1919,8761,4437.5,3760,2391,2531,2193
ENSMUSG00000065430,84,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072837,121,88.5,108.5,116.5,26.5,27,67.5,307.5,134.5,116.5,91,90,64
ENSMUSG00000025432,3398,0,4,0,0,0,3,4,0,11,0,3,7
ENSMUSG00000040521,2904,292,139,200,131,133,183,393,142,157,161,159,126
ENSMUSG00000080115,2719,2.5,1,0.11,1.64,1.25,0.9,8.49,1.5,1.14,1,1.14,3
ENSMUSG00000006732,2907,209.5,155,290,348,225,338,325,144.5,150,338,246,287
ENSMUSG00000006724,2574,0,0,0,13,0,4,4,0,0,0,0,18
ENSMUSG00000040502,3037,95,54,74,39,31,40,159,43,84,39,82,83
ENSMUSG00000006728,3249,2204,1174,2074,1015,954,1335,2152,1410,1520,1322,1380,1091
ENSMUSG00000006736,2193,3893.95,2398,3919.25,3644.83,2878.1,4784.67,3244.33,4151,3978.73,4266.78,4181.08,3717.25
ENSMUSG00000112639,1770,24,3,13,1,5,12,19,10,17,6,9,3
ENSMUSG00000025422,5941,818,334,435,604,429,903,583,614,706,1486,1451,1891
ENSMUSG00000040462,2629,9855,5921,9671,8367,8476,13065,8744,7302,7016,7119,7642,6506
ENSMUSG00000112363,649,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088672,89,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006731,3454,4645,3264,6030,4104,3385,5375,5257,3079,2829,3406,3464,3371
ENSMUSG00000040441,4027,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019467,3994,136,49,134,81,44,53,106,117,136,145,132,134
ENSMUSG00000040415,2572,680,393,622,505,329,506,741,338,477,454,471,444
ENSMUSG00000097331,2552,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025417,5456,1551,933,1576,1199,1120,1559,3181.5,1373.33,1460.17,1419,1384,1262
ENSMUSG00000074657,6990,90,135,43,295,119,155,172,181,129,269,189,296
ENSMUSG00000025410,4795,2566,1345,2540,1958,1489,2043,3116,2266,2415,1838,2299,2206
ENSMUSG00000025409,4455,6420,3839,6670,4590,3385,5061,6985,5909,7074,5212,5637,5333
ENSMUSG00000092593,286,16,0,10,3,1,3,11,3,7,3,0,4
ENSMUSG00000092384,431,42,9,41,20,11,12,21,29,20,16,11,18
ENSMUSG00000025408,1713,355,219,403.5,494,394.5,390.5,357.5,265.5,261,329.5,410.5,348
ENSMUSG00000116429,105,11,8,12.5,15,13.5,9.5,6.5,9.5,11,10.5,20.5,7
ENSMUSG00000040354,3423,1958,1403,2443,1912,1696,2271,2508,2432.8,2069,2075,2186,1792
ENSMUSG00000098057,1000,2.2,2,2.5,1.5,2,4.5,1.83,0,0.5,0.58,2.83,1.5
ENSMUSG00000040345,3787,1630,947,1482,544,519,780,1497.11,1191,1459,744,904,875
ENSMUSG00000025407,4995,0,0,0,4,5,5,0,0,9,5,2,2
ENSMUSG00000112426,622,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047492,5319,0,0,0,0,0,0,5,0,0,0,0,0
ENSMUSG00000025405,1859,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025404,5987,2842,1833,3143,2936,2162,3210.5,2962,2689,2857,2559,2900.5,2566
ENSMUSG00000089369,109,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040287,2543,92,22,52,55,29,49,24,18,62,19,46,43
ENSMUSG00000040280,1095,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025403,3109,1149,688,1331,1237,964.5,1306,906,879,914,918,885,759
ENSMUSG00000040258,1675,7,4,0,4,4,4,0,0,0,15,0,14
ENSMUSG00000040249,17717,91776,66957,124619,60358,59053,92844,133625,85986,92257,78455,89347,72355
ENSMUSG00000086499,616,1,2,5,1,7,3,7,0,0,7,3,5
ENSMUSG00000112696,475,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002147,4402,6816.6,4335,7412,9245.83,6713.67,9600.27,10590.33,6623.42,6699.77,6531.5,7000.94,7260.42
ENSMUSG00000025402,2941,1743,964.5,1429,4315.83,4069,5678,1300,834,767,4653,4463,5628
ENSMUSG00000085731,1232,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040195,7822,685,340,463,634,659,990,710,305,381,921,829,843
ENSMUSG00000087163,521,8,4,4,0,0,0,3,0,0,0,19,0
ENSMUSG00000025401,3714,11,0,0,1,0,6,4,1,1,8,10,3
ENSMUSG00000025400,1378,0,0,0,6,0,3,0,0,0,0,1,0
ENSMUSG00000044617,5960,1146,759,1326,1059,658,1014,1893,1127,1081,1052,1172,1106
ENSMUSG00000058396,3954,0,0,0,0,0,1,0,0,0,17,2,0
ENSMUSG00000089789,3930,1,0,10,13,0,3,0,0,0.17,10,0,15
ENSMUSG00000099009,2766,0,0,3,0.5,0.5,3.5,1,0,0,3.5,7.5,4.75
ENSMUSG00000056148,3590,0,0,3,0.5,0.5,0.83,1,0,4,3.5,7.5,4.75
ENSMUSG00000069456,6217,0,0,1,1,0,1,0,0,0,0,1,0.5
ENSMUSG00000054031,953,0,0,0,0,0,0.33,0,0,0,0,0,0
ENSMUSG00000054052,1889,0,0,0.35,0,0,0,0,0,0,0,0,0.5
ENSMUSG00000074639,1265,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040134,1678,0,0,0,0,0,0.33,0,0,0,0,0,0
ENSMUSG00000040127,3038,0,0,0,0,0,0,0,0,0,0,7,0
ENSMUSG00000085993,298,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090036,342,4.83,12,0.5,9.33,17.83,12.17,11.33,23,2.5,13.33,20.17,5.5
ENSMUSG00000088687,131,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112446,374,0,0,0,0,0,0,0,0,0,0.5,0,0
ENSMUSG00000025396,1575,0,0,0,0,0,0,0,0,0,0,0,0
